fuzzer,domain,score
tld-swap,nisusco-rp.coop,3.189898095464287
tld-swap,nisusc-orp.coop,3.189898095464287
tld-swap,nisu-scorp.coop,3.189898095464287
tld-swap,nisus-corp.coop,3.189898095464287
tld-swap,nisuscor-p.coop,3.189898095464287
tld-swap,ni-suscorp.coop,3.189898095464287
tld-swap,insuscorp.canon,3.1898980954642875
tld-swap,nisuscrop.canon,3.1898980954642875
tld-swap,nisuscopr.canon,3.1898980954642875
tld-swap,nisucsorp.canon,3.1898980954642875
tld-swap,nisusocrp.canon,3.1898980954642875
tld-swap,niusscorp.canon,3.1898980954642875
tld-swap,nissucorp.canon,3.1898980954642875
tld-swap,nsiuscorp.canon,3.1898980954642875
tld-swap,n-isuscorp.run,3.2359263506290334
tld-swap,nis-uscorp.run,3.2359263506290334
tld-swap,nisusco-rp.run,3.2359263506290334
tld-swap,nisusc-orp.run,3.2359263506290334
tld-swap,nisu-scorp.run,3.2359263506290334
tld-swap,nisus-corp.run,3.2359263506290334
tld-swap,nisuscor-p.run,3.2359263506290334
tld-swap,ni-suscorp.run,3.2359263506290334
tld-swap,n-isuscorp.icu,3.2359263506290334
tld-swap,nis-uscorp.icu,3.2359263506290334
tld-swap,nisusco-rp.icu,3.2359263506290334
tld-swap,nisusc-orp.icu,3.2359263506290334
tld-swap,nisu-scorp.icu,3.2359263506290334
tld-swap,nisus-corp.icu,3.2359263506290334
tld-swap,nisuscor-p.icu,3.2359263506290334
tld-swap,ni-suscorp.icu,3.2359263506290334
tld-swap,insuscorp.info,3.2359263506290334
tld-swap,nisuscrop.info,3.2359263506290334
tld-swap,nisuscopr.info,3.2359263506290334
tld-swap,nisucsorp.info,3.2359263506290334
tld-swap,nisusocrp.info,3.2359263506290334
tld-swap,niusscorp.info,3.2359263506290334
tld-swap,nissucorp.info,3.2359263506290334
tld-swap,nsiuscorp.info,3.2359263506290334
tld-swap,n-isuscorp.pro,3.2359263506290334
tld-swap,nis-uscorp.pro,3.2359263506290334
tld-swap,nisusco-rp.pro,3.2359263506290334
tld-swap,nisusc-orp.pro,3.2359263506290334
tld-swap,nisu-scorp.pro,3.2359263506290334
tld-swap,nisus-corp.pro,3.2359263506290334
tld-swap,nisuscor-p.pro,3.2359263506290334
tld-swap,ni-suscorp.pro,3.2359263506290334
tld-swap,insuscorp.cyou,3.2359263506290334
tld-swap,nisuscrop.cyou,3.2359263506290334
tld-swap,nisuscopr.cyou,3.2359263506290334
tld-swap,nisucsorp.cyou,3.2359263506290334
tld-swap,nisusocrp.cyou,3.2359263506290334
tld-swap,niusscorp.cyou,3.2359263506290334
tld-swap,nissucorp.cyou,3.2359263506290334
tld-swap,nsiuscorp.cyou,3.2359263506290334
tld-swap,insuscorp.ong,3.238901256602631
tld-swap,nisuscrop.ong,3.238901256602631
tld-swap,nisuscopr.ong,3.238901256602631
tld-swap,nisucsorp.ong,3.238901256602631
tld-swap,nisusocrp.ong,3.238901256602631
tld-swap,niusscorp.ong,3.238901256602631
tld-swap,nissucorp.ong,3.238901256602631
tld-swap,nsiuscorp.ong,3.238901256602631
tld-swap,insuscorp.fun,3.238901256602631
tld-swap,nisuscrop.fun,3.238901256602631
tld-swap,nisuscopr.fun,3.238901256602631
tld-swap,nisucsorp.fun,3.238901256602631
tld-swap,nisusocrp.fun,3.238901256602631
tld-swap,niusscorp.fun,3.238901256602631
tld-swap,nissucorp.fun,3.238901256602631
tld-swap,nsiuscorp.fun,3.238901256602631
tld-swap,insuscorp.pub,3.238901256602631
tld-swap,nisuscrop.pub,3.238901256602631
tld-swap,nisuscopr.pub,3.238901256602631
tld-swap,nisucsorp.pub,3.238901256602631
tld-swap,nisusocrp.pub,3.238901256602631
tld-swap,niusscorp.pub,3.238901256602631
tld-swap,nissucorp.pub,3.238901256602631
tld-swap,nsiuscorp.pub,3.238901256602631
tld-swap,insuscorp.org,3.238901256602631
tld-swap,nisuscrop.org,3.238901256602631
tld-swap,nisuscopr.org,3.238901256602631
tld-swap,nisucsorp.org,3.238901256602631
tld-swap,nisusocrp.org,3.238901256602631
tld-swap,niusscorp.org,3.238901256602631
tld-swap,nissucorp.org,3.238901256602631
tld-swap,nsiuscorp.org,3.238901256602631
tld-swap,insuscorp.ink,3.238901256602631
tld-swap,nisuscrop.ink,3.238901256602631
tld-swap,nisuscopr.ink,3.238901256602631
tld-swap,nisucsorp.ink,3.238901256602631
tld-swap,nisusocrp.ink,3.238901256602631
tld-swap,niusscorp.ink,3.238901256602631
tld-swap,nissucorp.ink,3.238901256602631
tld-swap,nsiuscorp.ink,3.238901256602631
tld-swap,n-isuscorp.in,3.238901256602631
tld-swap,nis-uscorp.in,3.238901256602631
tld-swap,nisusco-rp.in,3.238901256602631
tld-swap,nisusc-orp.in,3.238901256602631
tld-swap,nisu-scorp.in,3.238901256602631
tld-swap,nisus-corp.in,3.238901256602631
tld-swap,nisuscor-p.in,3.238901256602631
tld-swap,ni-suscorp.in,3.238901256602631
tld-swap,n-isuscorp.io,3.238901256602631
tld-swap,nis-uscorp.io,3.238901256602631
tld-swap,nisusco-rp.io,3.238901256602631
tld-swap,nisusc-orp.io,3.238901256602631
tld-swap,nisu-scorp.io,3.238901256602631
tld-swap,nisus-corp.io,3.238901256602631
tld-swap,nisuscor-p.io,3.238901256602631
tld-swap,ni-suscorp.io,3.238901256602631
tld-swap,n-isuscorp.cn,3.238901256602631
tld-swap,nis-uscorp.cn,3.238901256602631
tld-swap,nisusco-rp.cn,3.238901256602631
tld-swap,nisusc-orp.cn,3.238901256602631
tld-swap,nisu-scorp.cn,3.238901256602631
tld-swap,nisus-corp.cn,3.238901256602631
tld-swap,nisuscor-p.cn,3.238901256602631
tld-swap,ni-suscorp.cn,3.238901256602631
tld-swap,n-isuscorp.ro,3.238901256602631
tld-swap,nis-uscorp.ro,3.238901256602631
tld-swap,nisusco-rp.ro,3.238901256602631
tld-swap,nisusc-orp.ro,3.238901256602631
tld-swap,nisu-scorp.ro,3.238901256602631
tld-swap,nisus-corp.ro,3.238901256602631
tld-swap,nisuscor-p.ro,3.238901256602631
tld-swap,ni-suscorp.ro,3.238901256602631
tld-swap,insuscorp.top,3.238901256602631
tld-swap,nisuscrop.top,3.238901256602631
tld-swap,nisuscopr.top,3.238901256602631
tld-swap,nisucsorp.top,3.238901256602631
tld-swap,nisusocrp.top,3.238901256602631
tld-swap,niusscorp.top,3.238901256602631
tld-swap,nissucorp.top,3.238901256602631
tld-swap,nsiuscorp.top,3.238901256602631
tld-swap,insuscorp.int,3.238901256602631
tld-swap,nisuscrop.int,3.238901256602631
tld-swap,nisuscopr.int,3.238901256602631
tld-swap,nisucsorp.int,3.238901256602631
tld-swap,nisusocrp.int,3.238901256602631
tld-swap,niusscorp.int,3.238901256602631
tld-swap,nissucorp.int,3.238901256602631
tld-swap,nsiuscorp.int,3.238901256602631
tld-swap,n-isuscorp.nu,3.238901256602631
tld-swap,nis-uscorp.nu,3.238901256602631
tld-swap,nisusco-rp.nu,3.238901256602631
tld-swap,nisusc-orp.nu,3.238901256602631
tld-swap,nisu-scorp.nu,3.238901256602631
tld-swap,nisus-corp.nu,3.238901256602631
tld-swap,nisuscor-p.nu,3.238901256602631
tld-swap,ni-suscorp.nu,3.238901256602631
tld-swap,insuscorp.xin,3.238901256602631
tld-swap,nisuscrop.xin,3.238901256602631
tld-swap,nisuscopr.xin,3.238901256602631
tld-swap,nisucsorp.xin,3.238901256602631
tld-swap,nisusocrp.xin,3.238901256602631
tld-swap,niusscorp.xin,3.238901256602631
tld-swap,nissucorp.xin,3.238901256602631
tld-swap,nsiuscorp.xin,3.238901256602631
tld-swap,insuscorp.vip,3.238901256602631
tld-swap,nisuscrop.vip,3.238901256602631
tld-swap,nisuscopr.vip,3.238901256602631
tld-swap,nisucsorp.vip,3.238901256602631
tld-swap,nisusocrp.vip,3.238901256602631
tld-swap,niusscorp.vip,3.238901256602631
tld-swap,nissucorp.vip,3.238901256602631
tld-swap,nsiuscorp.vip,3.238901256602631
tld-swap,n-isuscorp.no,3.238901256602631
tld-swap,nis-uscorp.no,3.238901256602631
