task_url,fuzzer_num,similar_domain_num,total_time,domain
task_url,fuzzer_num,similar_domain_num,total_time,domain
nisuscorp.com,5000,0,57.79343247413635,[]
daycon.com,5000,0,71.09022998809814,[]
forshaw.com,5000,0,39.75107765197754,[]
crcorp.com,5000,0,41.2525999546051,[]
disarp.com,5000,0,78.23937606811523,[]
cnr.it,5000,11,33.291276931762695,"['scnr.co.uk', 'pcnr.co.uk', 'cnrl.co.uk', 'ctnr.CO.UK', 'clnr.co.uk', 'nr.co.uk', 'ctnr.co.uk', 'cgr.com.pk', 'c9r.COM', 'c9r.com', 'bcnr.tech']"
shinetsusilicones.com,5000,0,87.25042462348938,[]
la-mesta.com,5000,0,49.22339105606079,[]
task_url,fuzzer_num,similar_domain_num,total_time,domain
task_url,fuzzer_num,similar_domain_num,total_time,domain
nisuscorp.com,5000,0,55.34435820579529,[]
task_url,fuzzer_num,similar_domain_num,total_time,domain
nisuscorp.com,5000,0,56.00334429740906,[]
